#RPLIDAR SCAN DATA
#COUNT=1106
#Angule	Distance	Quality
352.1558 3848.0 188
352.4799 3864.0 188
352.7930 3876.0 188
353.1226 3888.0 188
353.4357 3892.0 188
353.7653 3896.0 188
354.0729 3908.0 188
354.4025 3912.0 188
354.7156 3916.0 188
355.0287 3920.0 188
355.3583 3916.0 188
355.6714 3928.0 188
355.9955 3940.0 188
356.3086 3936.0 188
356.6382 3932.0 188
356.9513 3940.0 188
357.2809 3944.0 188
357.5885 3940.0 188
357.9016 3940.0 188
358.2312 3940.0 188
358.5443 3940.0 188
358.8739 3936.0 188
359.1870 3940.0 188
359.5111 3952.0 188
359.8242 3964.0 188
0.1538 3968.0 188
0.4669 3980.0 188
0.7800 3992.0 188
1.1041 4012.0 188
1.4172 4036.0 188
1.7468 4052.0 188
2.0599 4056.0 188
2.3895 4068.0 188
2.7026 4076.0 188
3.0267 4092.0 188
3.3398 4096.0 188
3.6090 4104.0 188
3.9166 4120.0 188
4.2462 4144.0 188
4.5593 4160.0 188
4.8889 4160.0 188
5.2020 4124.0 188
5.5756 4084.0 188
5.9052 4048.0 188
6.2183 4024.0 188
6.5424 4012.0 188
6.8555 4040.0 188
7.1246 4104.0 188
7.4323 4176.0 188
7.7618 4224.0 188
8.0750 4232.0 188
8.4045 4256.0 188
8.7177 4272.0 188
9.0417 4280.0 188
9.3549 4288.0 188
9.6680 4296.0 188
9.9976 4312.0 188
10.3107 4336.0 188
10.6403 4360.0 188
10.9479 4376.0 188
11.2775 4400.0 188
11.5906 4424.0 188
11.9202 4432.0 188
12.2333 4448.0 188
12.5464 4472.0 188
12.8705 4488.0 188
13.1836 4512.0 188
13.5132 4528.0 188
13.8428 4528.0 188
14.1559 4536.0 188
14.4800 4560.0 188
14.7931 4576.0 188
15.1227 4568.0 188
15.4358 4496.0 188
15.7654 4432.0 188
16.0730 4424.0 188
16.4026 4368.0 188
17.0453 4112.0 188
17.4188 4080.0 188
17.7484 4080.0 188
18.0121 4104.0 188
18.3252 4120.0 188
18.6548 4144.0 188
18.9679 4168.0 188
19.2920 4184.0 188
19.6051 4200.0 188
19.9347 4208.0 188
20.2478 4216.0 188
20.5774 4240.0 188
20.8905 4272.0 188
21.2146 4288.0 188
21.5442 4304.0 188
21.8573 4336.0 188
22.1869 4360.0 188
22.5000 4376.0 188
22.8241 4400.0 188
23.1372 4432.0 188
23.7799 4440.0 188
24.3732 5112.0 188
24.6863 5216.0 188
25.0104 5280.0 188
25.3235 5336.0 188
25.6531 5376.0 188
25.9827 5424.0 188
26.2958 5464.0 188
26.6199 5472.0 188
26.9330 5456.0 188
27.2626 5400.0 188
27.5757 5360.0 188
27.9053 5360.0 188
28.2184 5384.0 188
28.5425 5480.0 188
28.8556 5624.0 188
29.1852 5712.0 188
29.4983 5744.0 188
29.8279 5776.0 188
30.1520 5824.0 188
30.4651 5864.0 188
30.7947 5920.0 188
31.1078 6000.0 188
31.4374 6056.0 188
32.3877 6088.0 188
32.7612 4648.0 188
33.0908 4584.0 188
33.4204 4536.0 188
33.7335 4472.0 188
34.0576 4448.0 188
34.3707 4416.0 188
35.3430 4400.0 188
35.7166 3960.0 188
36.0297 3880.0 188
36.3593 3820.0 188
36.6669 3796.0 188
36.9965 3768.0 188
37.3260 3740.0 188
37.6392 3712.0 188
37.9688 3680.0 188
38.2764 3664.0 188
38.6060 3656.0 188
38.9191 3644.0 188
39.2487 3616.0 188
39.5618 3564.0 188
39.9353 3508.0 188
40.2649 3496.0 188
40.5890 3504.0 188
40.9021 3488.0 188
41.2317 3476.0 188
41.5448 3448.0 188
41.8744 3404.0 188
42.1875 3376.0 188
42.5116 3368.0 188
42.8247 3356.0 188
43.1543 3344.0 188
43.4674 3332.0 188
43.7915 3304.0 188
44.1211 3288.0 188
44.4342 3268.0 188
44.7638 3244.0 188
45.0769 3236.0 188
45.4010 3240.0 188
46.6699 1298.0 188
47.0435 1290.0 188
47.3566 1294.0 188
47.6367 1300.0 188
47.9498 1304.0 188
48.2794 1310.0 188
48.5925 1314.0 188
48.9166 1320.0 188
49.2462 1328.0 188
49.5593 1336.0 188
49.8889 1340.0 188
50.2185 1340.0 188
50.5261 1346.0 188
50.8557 1352.0 188
51.1853 1346.0 188
51.4984 1336.0 188
51.8280 1324.0 188
52.1521 1314.0 188
52.4652 1306.0 188
52.7948 1298.0 188
53.1683 1292.0 188
53.4979 1284.0 188
53.8110 1274.0 188
54.1406 1266.0 188
54.4647 1258.0 188
54.7778 1252.0 188
55.1074 1248.0 188
55.4370 1238.0 188
55.8105 1228.0 188
56.1237 1220.0 188
56.4478 1210.0 188
56.7773 1200.0 188
57.0905 1194.0 188
57.4200 1186.0 188
57.7496 1172.0 188
58.1232 1160.0 188
58.4528 1148.0 188
58.7604 1142.0 188
59.0900 1140.0 188
59.4031 1134.0 188
59.7327 1128.0 188
60.0623 1124.0 188
60.4358 1116.0 188
60.7654 1108.0 188
61.0730 1104.0 188
61.4026 1100.0 188
61.7322 1096.0 188
62.0453 1090.0 188
62.3749 1084.0 188
62.6990 1078.0 188
63.0121 1074.0 188
63.3417 1070.0 188
63.7152 1066.0 188
64.0448 1062.0 188
64.3579 1056.0 188
64.6875 1052.0 188
65.0116 1048.0 188
65.3247 1044.0 188
65.6543 1040.0 188
65.9839 1036.0 188
66.2915 1032.0 188
66.6211 1028.0 188
66.9946 1022.0 188
67.3242 1018.0 188
67.6373 1014.0 188
67.9669 1012.0 188
68.2965 1008.0 188
68.6041 1006.0 188
68.9337 1002.0 188
69.2633 998.0 188
69.5764 992.0 188
69.9060 990.0 188
70.2136 986.0 188
70.6091 982.0 188
70.9167 980.0 188
71.2463 978.0 188
71.5759 972.0 188
71.8890 968.0 188
72.2186 966.0 188
72.5427 964.0 188
72.8558 962.0 188
73.1854 958.0 188
73.4985 954.0 188
73.8281 950.0 188
74.1522 948.0 188
74.4653 946.0 188
74.8553 944.0 188
75.1685 940.0 188
75.4980 938.0 188
75.8276 934.0 188
76.1353 932.0 188
76.4648 930.0 188
76.7780 928.0 188
77.1075 924.0 188
77.4207 922.0 188
77.7448 920.0 188
78.0743 918.0 188
78.3875 914.0 188
78.7170 912.0 188
79.0906 910.0 188
79.4037 908.0 188
79.7333 906.0 188
80.0464 904.0 188
80.3705 900.0 188
80.7001 898.0 188
81.0132 896.0 188
81.3428 894.0 188
81.6559 892.0 188
81.9800 890.0 188
82.2931 888.0 188
82.6227 886.0 188
82.9358 882.0 188
83.2654 880.0 188
83.6389 878.0 188
83.9685 876.0 188
84.2761 874.0 188
84.6057 872.0 188
84.9188 870.0 188
85.2484 868.0 188
85.5615 866.0 188
85.8856 862.0 188
86.1987 860.0 188
86.5283 860.0 188
86.8579 858.0 188
87.1710 856.0 188
87.4951 854.0 188
87.8082 852.0 188
88.1378 850.0 188
88.4509 848.0 188
88.8245 846.0 188
89.1541 844.0 188
89.4836 842.0 188
89.7968 840.0 188
90.1208 838.0 188
90.4340 836.0 188
90.7635 834.0 188
91.0767 832.0 188
91.4062 830.0 188
91.7139 830.0 188
92.0435 828.0 188
92.3730 826.0 188
92.6862 824.0 188
93.0103 822.0 188
93.3234 822.0 188
93.6530 822.0 188
93.9661 822.0 188
94.2957 820.0 188
94.6692 818.0 188
94.9988 816.0 188
95.3119 814.0 188
95.6360 814.0 188
95.9491 812.0 188
96.2787 812.0 188
96.5918 810.0 188
96.9214 808.0 188
97.2290 808.0 188
97.5586 806.0 188
97.8717 806.0 188
98.2013 804.0 188
98.5309 804.0 188
98.8385 802.0 188
99.1681 800.0 188
99.4812 798.0 188
99.8108 798.0 188
100.1239 796.0 188
100.4480 796.0 188
100.7611 796.0 188
101.0907 794.0 188
101.4642 792.0 188
101.7938 790.0 188
102.1069 790.0 188
102.4365 790.0 188
102.7496 788.0 188
103.0737 788.0 188
103.3868 786.0 188
103.7164 784.0 188
104.0460 784.0 188
104.3591 782.0 188
104.6832 782.0 188
104.9963 780.0 188
105.3259 780.0 188
105.6390 778.0 188
105.9686 776.0 188
106.2762 776.0 188
106.6058 776.0 188
106.9189 774.0 188
107.2485 774.0 188
107.5616 772.0 188
107.8857 772.0 188
108.1989 772.0 188
108.5284 772.0 188
108.8416 770.0 188
109.2151 768.0 188
109.5447 768.0 188
109.8578 766.0 188
110.1709 766.0 188
110.4950 766.0 188
110.8081 764.0 188
111.1377 764.0 188
111.4508 762.0 188
111.7639 762.0 188
112.0935 762.0 188
112.4011 760.0 188
112.7307 758.0 188
113.0438 758.0 188
113.3734 758.0 188
113.6865 758.0 188
113.9996 756.0 188
114.3237 756.0 188
114.6368 754.0 188
