#RPLIDAR SCAN DATA
#COUNT=1114
#Angule	Distance	Quality
351.9525 4392.0 188
352.2766 4368.0 188
352.5897 4360.0 188
352.9028 4360.0 188
353.2324 4352.0 188
353.5455 4344.0 188
353.8586 4328.0 188
354.1827 4320.0 188
354.4958 4304.0 188
354.8090 4288.0 188
355.1385 4264.0 188
355.4517 4248.0 188
355.7648 4224.0 188
356.0889 4224.0 188
356.4020 4216.0 188
356.7316 4200.0 188
357.0447 4200.0 188
357.3578 4192.0 188
357.6874 4168.0 188
357.9950 4136.0 188
358.3740 4072.0 188
358.6871 4008.0 188
359.0112 3984.0 188
359.3243 3996.0 188
359.6375 4020.0 188
359.9670 4060.0 188
0.2142 4104.0 188
0.5438 4120.0 188
0.8569 4120.0 188
1.1700 4120.0 188
1.4996 4120.0 188
1.8073 4112.0 188
2.1368 4104.0 188
2.4500 4100.0 188
2.8235 4092.0 188
3.1366 4084.0 188
3.4662 4076.0 188
3.7793 4064.0 188
4.0924 4052.0 188
4.4165 4040.0 188
4.7296 4028.0 188
5.0427 4016.0 188
5.3723 4008.0 188
5.6854 4004.0 188
6.0150 4004.0 188
6.3281 3988.0 188
6.6522 3980.0 188
6.9653 3980.0 188
7.2949 3976.0 188
7.6080 3972.0 188
7.9321 3972.0 188
8.2452 3972.0 188
8.5748 3972.0 188
8.8879 3972.0 188
9.2175 3980.0 188
9.5306 3980.0 188
9.8547 3984.0 188
10.1678 3992.0 188
10.4810 3992.0 188
10.8105 3992.0 188
11.1237 3996.0 188
11.4478 3992.0 188
11.7609 3988.0 188
12.0905 3984.0 188
12.4036 3972.0 188
12.7332 3964.0 188
13.0463 3964.0 188
13.3704 3956.0 188
13.6835 3948.0 188
14.3262 3928.0 188
14.6558 3784.0 188
14.9634 3784.0 188
15.2765 3812.0 188
15.6061 3856.0 188
15.9192 3876.0 188
16.2488 3896.0 188
16.5619 3916.0 188
16.8860 3916.0 188
17.1991 3912.0 188
17.5287 3912.0 188
18.1714 3912.0 188
20.1874 974.0 188
20.4950 976.0 188
20.8246 980.0 188
21.1377 982.0 188
21.4673 982.0 188
21.7310 984.0 188
22.0441 984.0 188
22.3737 986.0 188
22.6868 986.0 188
22.9999 990.0 188
23.3240 990.0 188
23.6371 992.0 188
23.9667 996.0 188
24.2798 998.0 188
24.6094 1000.0 188
24.9170 1002.0 188
25.2466 1006.0 188
25.8893 1004.0 188
26.2628 950.0 188
26.6364 924.0 188
27.0154 900.0 188
27.3889 876.0 188
28.3557 714.0 188
28.7292 696.0 188
29.1083 680.0 188
29.4818 660.0 188
29.8553 644.0 188
30.2344 630.0 188
30.6079 614.0 188
30.9814 596.0 188
31.3550 582.0 188
31.7340 570.0 188
32.1075 556.0 188
32.4811 544.0 188
32.8546 532.0 188
33.2446 520.0 188
33.6237 509.0 188
33.9972 498.0 188
34.3707 488.0 188
34.7498 479.0 188
35.1233 470.0 188
35.4968 460.0 188
35.8704 452.0 188
36.2494 442.0 188
36.6229 432.0 188
36.9965 425.0 188
37.3700 417.0 188
37.8094 409.0 188
38.1830 402.0 188
38.5620 396.0 188
38.9355 389.0 188
39.3091 383.0 188
39.6826 377.0 188
40.0616 371.0 188
40.4352 365.0 188
40.8087 359.0 188
41.1823 355.0 188
41.5613 350.0 188
41.9348 345.0 188
42.3083 341.0 188
42.6874 336.0 188
43.0609 331.0 188
43.4344 327.0 188
43.8080 322.0 188
44.1870 319.0 188
44.5770 314.0 188
44.9506 310.0 188
45.3241 306.0 188
45.7031 302.0 188
46.0767 299.0 188
46.4502 295.0 188
46.8237 292.0 188
47.2028 288.0 188
47.5763 285.0 188
47.9498 282.0 188
48.3234 278.0 188
48.7024 275.0 188
49.0759 272.0 188
49.4495 269.0 188
49.8230 266.0 188
50.2185 263.0 188
50.5920 260.0 188
50.9656 258.0 188
51.3391 256.0 188
51.7181 253.0 188
52.0312 251.0 188
52.4048 249.0 188
52.7783 246.0 188
53.1683 244.0 188
53.5419 242.0 188
53.9209 240.0 188
54.2944 237.0 188
54.6680 235.0 188
55.0415 233.0 188
55.4205 231.0 188
55.7941 229.0 188
56.1676 227.0 188
56.5466 225.0 188
56.9202 223.0 188
57.2937 221.0 188
57.6672 219.0 188
57.9968 218.0 188
58.3704 216.0 188
58.7494 214.0 188
59.1229 213.0 188
59.4525 212.0 188
59.8700 210.0 188
60.2490 208.0 188
60.6226 206.0 188
60.9521 205.0 188
61.3257 204.0 188
61.6992 202.0 188
62.0728 201.0 188
62.4518 199.0 188
62.8253 198.0 188
63.1549 197.0 188
63.5779 195.0 188
63.9020 194.0 188
64.2810 193.0 188
64.6545 192.0 188
65.0281 190.0 188
65.4016 189.0 188
65.7312 188.0 188
66.1047 187.0 188
66.4838 186.0 188
66.7969 185.0 188
67.1704 184.0 188
67.5439 183.0 188
67.9340 181.0 188
68.3075 180.0 188
68.6865 179.0 188
68.9996 179.0 188
69.3732 178.0 188
69.7028 177.0 188
70.0763 176.0 188
70.4498 175.0 188
70.8234 174.0 188
71.2024 173.0 188
71.5265 172.0 188
71.9055 171.0 188
72.2791 170.0 188
72.6526 169.0 188
73.0261 168.0 188
73.3392 168.0 188
73.7292 167.0 188
74.1083 166.0 188
74.4818 165.0 188
74.7949 165.0 188
75.1245 164.0 188
75.4980 163.0 188
75.8716 162.0 188
76.1847 162.0 188
76.5582 161.0 188
76.9373 160.0 188
77.2614 160.0 188
77.6404 159.0 188
78.0139 158.0 188
78.3270 158.0 188
78.7006 157.0 188
79.0137 157.0 188
79.4037 156.0 188
79.7168 156.0 188
80.0903 155.0 188
80.4639 154.0 188
80.7770 154.0 188
81.1560 153.0 188
81.4801 153.0 188
81.8591 152.0 188
82.1667 152.0 188
82.5458 151.0 188
82.8699 151.0 188
83.1830 151.0 188
83.5620 150.0 188
83.9960 149.0 188
84.3091 149.0 188
84.6826 148.0 188
85.0122 148.0 188
85.3857 147.0 188
85.6989 147.0 188
86.0284 147.0 188
86.4020 146.0 188
86.7151 146.0 188
87.0447 146.0 188
87.3578 146.0 188
87.7313 145.0 188
88.0444 145.0 188
88.4180 144.0 188
88.7476 144.0 188
89.0607 144.0 188
89.3903 144.0 188
89.6979 144.0 188
90.0275 144.0 188
90.4010 143.0 188
90.7141 143.0 188
91.0437 143.0 188
91.3568 143.0 188
91.6699 143.0 188
91.9995 143.0 188
92.3071 143.0 188
92.6367 143.0 188
92.9498 143.0 188
93.3893 142.0 188
93.7024 142.0 188
94.0265 142.0 188
94.3396 142.0 188
94.6527 142.0 188
94.9823 142.0 188
95.2954 142.0 188
95.6689 141.0 188
95.9985 141.0 188
96.3116 141.0 188
96.6357 141.0 188
96.9489 141.0 188
97.2620 141.0 188
97.5916 141.0 188
97.9047 141.0 188
98.2782 140.0 188
98.6078 140.0 188
98.9209 140.0 188
99.2450 140.0 188
99.5581 140.0 188
99.8877 140.0 188
100.2008 140.0 188
100.5139 140.0 188
100.8435 140.0 188
101.1511 140.0 188
101.4807 140.0 188
101.7938 140.0 188
102.1069 140.0 188
102.4365 140.0 188
102.7496 140.0 188
103.0737 140.0 188
103.3868 140.0 188
103.7164 140.0 188
104.0900 139.0 188
104.4031 139.0 188
104.6667 140.0 188
105.0458 139.0 188
105.3589 139.0 188
105.6830 139.0 188
105.9961 139.0 188
106.3257 139.0 188
106.6388 139.0 188
106.9519 139.0 188
107.2760 139.0 188
107.5891 139.0 188
107.9022 139.0 188
108.2318 139.0 188
108.5449 139.0 188
108.8580 139.0 188
109.1821 139.0 188
109.4952 139.0 188
109.8083 139.0 188
110.1379 139.0 188
110.4510 139.0 188
110.7642 139.0 188
111.0938 139.0 188
111.4014 139.0 188
111.7145 139.0 188
112.0441 139.0 188
112.3572 139.0 188
112.6703 139.0 188
112.9999 139.0 188
113.3075 139.0 188
113.6206 139.0 188
113.9502 139.0 188
114.2633 139.0 188
114.5764 139.0 188
114.9060 139.0 188
115.2136 139.0 188
115.5267 139.0 188
115.8563 139.0 188
116.1090 140.0 188
116.4825 139.0 188
116.7462 140.0 188
117.0593 140.0 188
117.3889 140.0 188
117.7020 140.0 188
118.0151 140.0 188
118.3392 140.0 188
118.6523 140.0 188
118.9655 140.0 188
119.2950 140.0 188
119.6082 140.0 188
119.9213 140.0 188
120.2454 140.0 188
120.5585 140.0 188
120.8716 140.0 188
121.2012 140.0 188
121.5143 140.0 188
121.8274 140.0 188
122.1515 140.0 188
122.4646 140.0 188
122.7338 141.0 188
123.0469 141.0 188
123.3545 141.0 188
123.6841 141.0 188
123.9368 142.0 188
124.2609 142.0 188
124.5740 142.0 188
124.8871 142.0 188
125.2606 141.0 188
125.5902 141.0 188
125.9033 141.0 188
126.2164 141.0 188
126.5460 141.0 188
126.8591 141.0 188
127.1667 141.0 188
127.4963 141.0 188
127.8094 141.0 188
128.1226 141.0 188
128.4521 141.0 188
128.7653 141.0 188
129.0289 142.0 188
129.3420 142.0 188
129.6552 142.0 188
129.9792 142.0 188
130.2924 142.0 188
130.6055 142.0 188
130.9351 142.0 188
131.1383 143.0 188
131.4514 143.0 188
131.7810 143.0 188
132.0282 144.0 188
132.3578 144.0 188
132.6709 144.0 188
132.9346 145.0 188
133.2477 145.0 188
133.5114 146.0 188
133.8245 146.0 188
134.0936 147.0 188
134.4012 147.0 188
134.6704 148.0 188
134.9835 148.0 188
135.3076 148.0 188
135.5603 149.0 188
135.8899 149.0 188
136.0931 150.0 188
136.4062 150.0 188
136.6699 151.0 188
136.9830 151.0 188
137.2961 151.0 188
137.6093 151.0 188
137.9333 151.0 188
138.2465 151.0 188
138.5596 151.0 188
138.8232 152.0 188
139.1364 152.0 188
139.4055 153.0 188
139.6527 154.0 188
139.9823 154.0 188
140.2295 155.0 188
140.5426 155.0 188
140.8118 156.0 188
141.0754 157.0 188
141.3885 157.0 188
141.6522 158.0 188
141.9049 159.0 188
142.2290 159.0 188
142.4817 160.0 188
142.7948 160.0 188
143.0585 161.0 188
143.3276 162.0 188
143.6353 162.0 188
143.9044 163.0 188
144.1516 164.0 188
144.4812 164.0 188
144.7943 165.0 188
145.0415 166.0 188
145.3711 166.0 188
145.6238 167.0 188
145.8875 168.0 188
146.1511 169.0 188
146.4038 170.0 188
146.7334 170.0 188
146.9806 171.0 188
147.2937 171.0 188
147.5574 172.0 188
147.8705 172.0 188
148.2001 173.0 188
148.4528 174.0 188
148.7604 174.0 188
149.0295 175.0 188
149.2932 176.0 188
149.6063 176.0 188
149.8700 177.0 188
150.1831 178.0 188
150.4962 178.0 188
150.7654 179.0 188
151.0291 180.0 188
151.3422 180.0 188
151.5894 181.0 188
151.9189 182.0 188
152.2321 182.0 188
152.4957 183.0 188
152.7484 184.0 188
153.0615 184.0 188
153.3252 185.0 188
153.6383 186.0 188
153.9679 186.0 188
154.2151 187.0 188
154.4843 188.0 188
154.7919 189.0 188
155.0610 190.0 188
155.3741 190.0 188
155.6378 191.0 188
155.9509 192.0 188
156.2146 193.0 188
156.4673 194.0 188
156.7969 195.0 188
157.1045 195.0 188
157.3572 196.0 188
157.6208 198.0 188
157.8900 199.0 188
158.2031 199.0 188
158.4668 200.0 188
158.7799 201.0 188
159.0436 202.0 188
159.2963 204.0 188
159.5599 205.0 188
159.8730 206.0 188
160.1367 207.0 188
160.4498 208.0 188
160.7135 209.0 188
161.0266 210.0 188
161.3397 210.0 188
161.5430 212.0 188
161.8726 213.0 188
162.1198 215.0 188
162.3889 216.0 188
162.7020 217.0 188
162.9657 218.0 188
163.2788 219.0 188
163.5425 220.0 188
163.8116 222.0 188
164.1248 223.0 188
164.3884 224.0 188
164.7015 225.0 188
164.9652 226.0 188
165.2179 228.0 188
165.5420 229.0 188
165.8112 230.0 188
166.0583 232.0 188
166.3879 234.0 188
166.6406 235.0 188
166.9647 236.0 188
167.2339 237.0 188
167.4811 239.0 188
167.8107 240.0 188
168.1238 241.0 188
168.3270 244.0 188
168.6401 245.0 188
168.9038 246.0 188
169.2169 248.0 188
169.4806 250.0 188
169.7498 252.0 188
170.0134 254.0 188
170.3265 256.0 188
170.5902 258.0 188
170.8594 259.0 188
171.1670 260.0 188
171.4362 262.0 188
171.7493 264.0 188
172.0129 266.0 188
172.2766 268.0 188
172.5293 271.0 188
172.7930 274.0 188
173.1061 276.0 188
173.3698 278.0 188
173.6389 280.0 188
173.9026 283.0 188
174.2157 285.0 188
174.4794 287.0 188
174.7485 290.0 188
175.0616 292.0 188
175.3253 294.0 188
175.6384 295.0 188
175.9021 297.0 188
176.2152 299.0 188
176.4844 301.0 188
176.7920 302.0 188
177.0612 304.0 188
177.3743 306.0 188
177.6984 307.0 188
177.9510 308.0 188
178.2806 308.0 188
178.5938 309.0 188
178.9014 308.0 188
179.2310 308.0 188
179.6045 307.0 188
179.9176 306.0 188
180.2307 306.0 188
180.5603 305.0 188
180.8734 304.0 188
181.2469 302.0 188
181.5601 300.0 188
181.9336 297.0 188
182.3071 294.0 188
182.6862 292.0 188
182.9993 290.0 188
183.3728 288.0 188
183.7463 285.0 188
184.0594 283.0 188
184.4330 280.0 188
184.8120 278.0 188
185.1855 275.0 188
185.5591 272.0 188
185.9326 269.0 188
186.3116 266.0 188
186.6852 264.0 188
186.9983 262.0 188
187.3718 260.0 188
187.7454 257.0 188
188.1244 255.0 188
188.4375 254.0 188
188.8110 251.0 188
189.1846 249.0 188
189.5581 247.0 188
189.9371 245.0 188
190.3107 243.0 188
190.6842 241.0 188
190.9973 239.0 188
191.3708 237.0 188
191.7499 236.0 188
192.1234 234.0 188
192.4365 233.0 188
192.8101 231.0 188
193.1232 230.0 188
193.4967 228.0 188
193.8702 227.0 188
194.1998 226.0 188
194.5734 224.0 188
194.9524 222.0 188
195.3259 221.0 188
195.6390 220.0 188
196.0126 218.0 188
196.3861 217.0 188
196.7157 216.0 188
197.0892 215.0 188
197.4023 214.0 188
197.7759 212.0 188
198.1549 211.0 188
198.5284 210.0 188
198.9020 208.0 188
199.2316 207.0 188
199.6051 206.0 188
199.9182 205.0 188
200.2917 204.0 188
200.6708 203.0 188
200.9949 202.0 188
201.3739 201.0 188
201.7474 199.0 188
202.1210 198.0 188
202.4341 197.0 188
202.8076 196.0 188
203.2031 195.0 188
203.5107 194.0 188
203.8898 193.0 188
204.2633 192.0 188
204.5929 191.0 188
204.9664 190.0 188
205.3400 188.0 188
205.7135 187.0 188
206.0925 186.0 188
206.4056 186.0 188
206.7297 185.0 188
207.1088 184.0 188
207.4823 183.0 188
207.7954 183.0 188
208.1689 182.0 188
208.4985 181.0 188
208.8721 180.0 188
209.1852 180.0 188
209.5587 179.0 188
209.9323 178.0 188
210.2618 177.0 188
210.5750 177.0 188
210.9485 176.0 188
211.3275 175.0 188
211.6516 175.0 188
212.0306 174.0 188
212.4042 173.0 188
212.7173 172.0 188
213.0469 172.0 188
213.4204 171.0 188
213.7939 170.0 188
214.1071 170.0 188
214.4806 169.0 188
214.8102 169.0 188
215.1837 168.0 188
215.4968 168.0 188
215.8704 167.0 188
216.2000 167.0 188
216.5735 166.0 188
216.8866 166.0 188
217.2766 165.0 188
217.5897 164.0 188
217.9688 163.0 188
218.2764 163.0 188
218.6060 163.0 188
218.9795 162.0 188
219.2926 162.0 188
219.6222 162.0 188
219.9957 161.0 188
220.3088 161.0 188
220.6989 160.0 188
221.0120 160.0 188
221.3855 159.0 188
221.6986 159.0 188
222.0282 159.0 188
222.4017 158.0 188
222.7148 158.0 188
223.0444 158.0 188
223.3575 158.0 188
223.6871 158.0 188
223.9948 158.0 188
224.3738 157.0 188
224.7473 156.0 188
225.1208 155.0 188
225.5109 154.0 188
225.8899 153.0 188
226.2634 152.0 188
226.5765 152.0 188
226.9501 151.0 188
227.2797 151.0 188
227.6532 150.0 188
227.9663 150.0 188
228.4058 149.0 188
228.7299 149.0 188
229.1089 148.0 188
229.4165 148.0 188
229.7955 147.0 188
230.1196 147.0 188
230.4987 146.0 188
230.8118 146.0 188
231.1359 146.0 188
231.5149 145.0 188
231.8390 145.0 188
232.1521 145.0 188
232.5311 144.0 188
232.8552 144.0 188
233.1683 144.0 188
233.4979 144.0 188
233.8110 144.0 188
234.1846 143.0 188
234.5142 143.0 188
234.8438 143.0 188
235.1514 143.0 188
235.4810 143.0 188
235.9039 142.0 188
236.2335 142.0 188
236.5466 142.0 188
236.8707 142.0 188
237.1838 142.0 188
237.5134 142.0 188
237.8265 142.0 188
238.2166 141.0 188
238.5297 141.0 188
238.8593 141.0 188
239.1669 141.0 188
239.4965 141.0 188
239.8096 141.0 188
240.1392 141.0 188
240.4523 141.0 188
240.7764 141.0 188
241.0895 141.0 188
241.4191 141.0 188
241.7322 141.0 188
242.0618 141.0 188
242.3749 141.0 188
242.6990 141.0 188
243.0121 141.0 188
243.3417 141.0 188
243.6548 141.0 188
243.9844 141.0 188
244.2920 141.0 188
244.6216 141.0 188
244.9512 141.0 188
245.2643 141.0 188
245.5884 141.0 188
245.9015 141.0 188
246.2311 141.0 188
246.5442 141.0 188
246.8738 141.0 188
247.1869 141.0 188
247.5110 141.0 188
247.8241 141.0 188
248.1537 141.0 188
248.4668 141.0 188
248.7964 141.0 188
249.1040 141.0 188
249.4336 141.0 188
249.7467 141.0 188
250.0763 141.0 188
250.3894 141.0 188
250.7135 141.0 188
250.9827 142.0 188
251.2958 142.0 188
251.6199 142.0 188
251.9330 142.0 188
252.2626 142.0 188
252.5757 142.0 188
252.9053 142.0 188
253.2184 142.0 188
253.5425 142.0 188
253.8556 142.0 188
254.1852 142.0 188
254.5148 142.0 188
254.8279 142.0 188
255.1520 142.0 188
255.4651 142.0 188
255.7947 142.0 188
256.1078 142.0 188
256.4374 142.0 188
256.7450 142.0 188
257.0746 142.0 188
257.3877 142.0 188
257.7173 142.0 188
258.0908 141.0 188
258.4039 141.0 188
258.7335 141.0 188
259.0466 141.0 188
259.3707 141.0 188
259.6399 142.0 188
259.9530 142.0 188
260.2606 142.0 188
260.5902 142.0 188
260.9033 142.0 188
261.2329 142.0 188
261.5460 142.0 188
261.7493 143.0 188
262.0734 143.0 188
262.3865 143.0 188
262.6996 143.0 188
263.0292 143.0 188
263.4686 142.0 188
263.6719 143.0 188
263.9795 143.0 188
264.3091 143.0 188
264.6222 143.0 188
264.9353 143.0 188
265.2649 143.0 188
265.5780 143.0 188
265.8417 144.0 188
266.1548 144.0 188
266.4844 144.0 188
266.7920 144.0 188
267.1216 144.0 188
267.4347 144.0 188
267.7478 144.0 188
268.0115 145.0 188
268.3411 145.0 188
268.6542 145.0 188
268.9178 146.0 188
269.2310 146.0 188
269.5605 146.0 188
269.8737 146.0 188
270.1868 146.0 188
270.5109 146.0 188
270.7800 147.0 188
271.0931 147.0 188
271.3568 148.0 188
271.6699 148.0 188
271.9995 148.0 188
272.2467 149.0 188
272.5763 149.0 188
272.8894 149.0 188
273.0927 150.0 188
273.4167 150.0 188
