#RPLIDAR SCAN DATA
#COUNT=700
#Angule	Distance	Quality
352.4799 2068.0 188
352.8094 2068.0 188
353.1390 2072.0 188
353.4686 2064.0 188
353.7927 2052.0 188
354.1827 2044.0 188
354.4519 2076.0 188
355.4517 1422.0 188
355.7812 1402.0 188
356.1053 1392.0 188
356.4349 1386.0 188
356.7645 1384.0 188
357.0886 1380.0 188
357.4182 1374.0 188
357.7643 1370.0 188
358.0884 1368.0 188
358.4674 1366.0 188
358.7476 1368.0 188
359.0771 1368.0 188
359.4012 1370.0 188
359.7308 1374.0 188
0.0604 1378.0 188
0.3900 1382.0 188
0.7141 1388.0 188
1.0437 1396.0 188
1.7029 1410.0 188
2.3566 2072.0 188
2.6862 2064.0 188
3.0103 2064.0 188
3.3398 2068.0 188
3.6859 2068.0 188
4.0155 2072.0 188
4.3396 2068.0 188
4.6692 2068.0 188
4.9988 2076.0 188
5.3229 2076.0 188
5.6525 2072.0 188
5.9821 2072.0 188
6.3116 2076.0 188
6.6357 2076.0 188
6.9653 2076.0 188
7.2949 2076.0 188
7.6245 2080.0 188
7.9486 2080.0 188
8.2947 2076.0 188
8.6243 2068.0 188
8.9484 2072.0 188
9.2780 2084.0 188
9.6075 2084.0 188
9.9371 2080.0 188
10.2612 2076.0 188
10.6073 2072.0 188
10.9369 2072.0 188
11.2610 2072.0 188
11.5906 2072.0 188
11.9366 2072.0 188
12.2607 2068.0 188
12.5903 2068.0 188
12.9199 2068.0 188
13.2605 2068.0 188
13.5901 2068.0 188
13.9197 2072.0 188
14.2493 2076.0 188
14.5734 2080.0 188
14.9194 2080.0 188
15.2490 2080.0 188
15.5731 2080.0 188
15.9027 2080.0 188
16.2488 2076.0 188
16.5729 2076.0 188
16.9025 2076.0 188
17.2321 2080.0 188
17.5781 2080.0 188
17.9022 2080.0 188
18.2318 2080.0 188
18.5614 2080.0 188
18.8855 2076.0 188
19.2316 2056.0 188
19.6051 2028.0 188
19.9512 2008.0 188
20.2808 1986.0 188
20.6049 1960.0 188
20.9344 1940.0 188
21.2805 1916.0 188
21.6541 1890.0 188
21.9946 1872.0 188
22.3242 1856.0 188
22.6538 1834.0 188
22.9834 1816.0 188
23.3240 1796.0 188
23.6536 1778.0 188
23.9832 1764.0 188
24.3732 1750.0 188
