#RPLIDAR SCAN DATA
#COUNT=779
#Angule	Distance	Quality
353.1226 948.0 188
353.4686 948.0 188
353.7927 948.0 188
354.1223 948.0 188
354.4684 946.0 188
354.7925 946.0 188
355.1385 946.0 188
355.4681 946.0 188
355.8582 944.0 188
356.1823 944.0 188
356.5283 944.0 188
356.8579 944.0 188
357.1985 944.0 188
357.5281 944.0 188
357.8577 942.0 188
358.1982 944.0 188
358.5278 944.0 188
358.8739 944.0 188
359.1980 942.0 188
359.5276 942.0 188
359.8737 942.0 188
0.1978 942.0 188
0.5438 944.0 188
0.8734 944.0 188
1.2030 942.0 188
1.5436 944.0 188
1.8732 944.0 188
2.2137 944.0 188
2.5433 944.0 188
2.8235 946.0 188
3.1531 946.0 188
3.4991 946.0 188
3.8232 946.0 188
4.1528 946.0 188
4.4989 948.0 188
4.8230 948.0 188
5.1691 948.0 188
5.4987 948.0 188
5.8392 950.0 188
6.1688 950.0 188
6.4984 952.0 188
6.8390 952.0 188
7.1686 954.0 188
7.5146 954.0 188
7.8387 956.0 188
8.1683 956.0 188
8.5144 958.0 188
8.8385 960.0 188
9.1846 960.0 188
9.5142 962.0 188
9.8438 962.0 188
10.1843 964.0 188
10.5139 964.0 188
10.8545 966.0 188
11.1841 968.0 188
11.5137 968.0 188
11.8542 970.0 188
12.1838 972.0 188
12.5299 974.0 188
12.8540 976.0 188
13.1836 976.0 188
13.5297 978.0 188
13.8593 980.0 188
14.1998 982.0 188
14.4800 984.0 188
14.8096 986.0 188
15.1392 988.0 188
15.4797 990.0 188
15.8093 992.0 188
16.1554 994.0 188
16.4795 998.0 188
16.8091 1000.0 188
17.1552 1002.0 188
17.4792 1004.0 188
17.8253 1006.0 188
18.1549 1010.0 188
18.4790 1012.0 188
18.8251 1016.0 188
19.1547 1018.0 188
19.4952 1022.0 188
19.8248 1024.0 188
20.1050 1028.0 188
20.4346 1030.0 188
20.7806 1034.0 188
21.1047 1040.0 188
21.4343 1042.0 188
21.7804 1044.0 188
22.1045 1048.0 188
22.4506 1052.0 188
22.7802 1056.0 188
23.1207 1060.0 188
23.4503 1064.0 188
23.7799 1068.0 188
24.0601 1074.0 188
24.4061 1078.0 188
24.7302 1082.0 188
25.0598 1086.0 188
25.4059 1092.0 188
25.7300 1096.0 188
26.0760 1102.0 188
26.4056 1108.0 188
26.7462 1114.0 188
27.0154 1118.0 188
27.3560 1124.0 188
27.6855 1130.0 188
28.0261 1138.0 188
28.3557 1146.0 188
28.7018 1152.0 188
29.0424 1158.0 188
29.3719 1168.0 188
29.6521 1174.0 188
29.9817 1182.0 188
30.3278 1188.0 188
30.6683 1200.0 188
30.9979 1210.0 188
31.3385 1218.0 188
31.6681 1228.0 188
31.9482 1238.0 188
32.2778 1252.0 188
32.6239 1264.0 188
32.9645 1278.0 188
33.2941 1294.0 188
33.5742 1308.0 188
33.9038 1324.0 188
34.2499 1344.0 188
35.2606 1364.0 188
35.6561 1828.0 188
35.9802 1836.0 188
36.3263 1848.0 188
36.6559 1860.0 188
36.9965 1872.0 188
37.3260 1884.0 188
37.6062 1902.0 188
37.9523 1914.0 188
38.2764 1920.0 188
38.6224 1932.0 188
38.9520 1950.0 188
39.2926 1962.0 188
39.6222 1980.0 188
39.9683 1996.0 188
