#RPLIDAR SCAN DATA
#COUNT=697
#Angule	Distance	Quality
352.4634 1646.0 188
352.7930 1642.0 188
353.1830 1636.0 188
353.5126 1632.0 188
353.8422 1630.0 188
354.1718 1628.0 188
354.4958 1628.0 188
355.5890 1412.0 188
355.9186 1396.0 188
356.2482 1388.0 188
356.5778 1384.0 188
356.9019 1378.0 188
357.2479 1374.0 188
357.5775 1372.0 188
357.9016 1370.0 188
358.2312 1368.0 188
358.5608 1368.0 188
358.8904 1370.0 188
359.2145 1372.0 188
359.5441 1376.0 188
359.8737 1378.0 188
0.1978 1382.0 188
0.5273 1388.0 188
0.8569 1396.0 188
1.5106 1410.0 188
1.7963 1518.0 188
2.1204 1532.0 188
2.4500 1534.0 188
2.7795 1536.0 188
3.3893 1630.0 188
3.6530 1650.0 188
3.9825 1660.0 188
4.3121 1658.0 188
4.6362 1662.0 188
4.9658 1664.0 188
5.2954 1666.0 188
5.6250 1668.0 188
5.9656 1668.0 188
6.2952 1668.0 188
6.6248 1670.0 188
6.9489 1674.0 188
7.2784 1674.0 188
7.6080 1676.0 188
7.9321 1678.0 188
8.2617 1680.0 188
8.5913 1682.0 188
8.9209 1684.0 188
9.2450 1688.0 188
9.5746 1690.0 188
9.9042 1692.0 188
10.2338 1694.0 188
10.5579 1696.0 188
10.8875 1698.0 188
11.2335 1696.0 188
11.5576 1698.0 188
11.8872 1704.0 188
12.2168 1708.0 188
12.5464 1710.0 188
12.8705 1714.0 188
13.2001 1718.0 188
13.5461 1722.0 188
13.8702 1726.0 188
14.1998 1728.0 188
14.5294 1730.0 188
14.8590 1732.0 188
15.1831 1736.0 188
15.5127 1738.0 188
15.8588 1740.0 188
16.1829 1748.0 188
16.5125 1754.0 188
16.7761 1758.0 188
17.1222 1762.0 188
17.4518 1766.0 188
17.7759 1768.0 188
18.1055 1770.0 188
18.4351 1774.0 188
18.7646 1778.0 188
19.0887 1782.0 188
19.4348 1788.0 188
19.7644 1790.0 188
20.0885 1792.0 188
20.4181 1796.0 188
20.7477 1802.0 188
21.0773 1810.0 188
21.4014 1818.0 188
21.7474 1814.0 188
22.0770 1798.0 188
22.4011 1780.0 188
22.7307 1764.0 188
23.1207 1750.0 188
23.4503 1736.0 188
23.7799 1732.0 188
24.1040 1732.0 188
24.4336 1730.0 188
24.7632 1720.0 188
25.1093 1712.0 188
25.4333 1712.0 188
25.7629 1716.0 188
26.0925 1724.0 188
26.4166 1730.0 188
26.7462 1732.0 188
27.0758 1738.0 188
27.4219 1746.0 188
27.7460 1752.0 188
28.0151 1760.0 188
28.3557 1770.0 188
28.6853 1774.0 188
29.0149 1780.0 188
29.3390 1792.0 188
29.6686 1802.0 188
29.9982 1808.0 188
30.3278 1812.0 188
30.6683 1820.0 188
30.9979 1834.0 188
31.3275 1844.0 188
31.6516 1862.0 188
31.9812 1888.0 188
32.2614 1910.0 188
32.5909 1922.0 188
32.9205 1934.0 188
33.2446 1942.0 188
33.5742 1950.0 188
33.9038 1964.0 188
34.2499 1978.0 188
34.5740 1988.0 188
34.9036 1998.0 188
35.2332 2002.0 188
35.5573 2010.0 188
35.8868 2024.0 188
36.2164 2042.0 188
36.4966 2052.0 188
36.8262 2064.0 188
37.1558 2076.0 188
37.4799 2088.0 188
37.8259 2100.0 188
38.1555 2112.0 188
38.4796 2128.0 188
38.8092 2140.0 188
39.1388 2156.0 188
39.4684 2168.0 188
39.7925 2184.0 188
40.1385 2200.0 188
40.4681 2212.0 188
40.7922 2232.0 188
41.0614 2244.0 188
41.4020 2256.0 188
41.7316 2276.0 188
42.7148 2296.0 188
43.6542 2632.0 188
43.9838 2632.0 188
44.3079 2624.0 188
44.6375 2632.0 188
45.6207 2652.0 188
46.4502 3744.0 188
47.4335 3640.0 188
48.2629 2540.0 188
48.5925 2524.0 188
48.9166 2524.0 188
49.2462 2528.0 188
49.5758 2544.0 188
53.2452 2440.0 188
53.5748 2432.0 188
53.9044 2432.0 188
54.2340 2440.0 188
54.5581 2448.0 188
55.5469 5056.0 188
55.8710 5000.0 188
56.2006 5032.0 188
56.5302 5104.0 188
56.8542 5152.0 188
57.1838 5192.0 188
57.5134 5232.0 188
58.1671 5280.0 188
58.8428 2344.0 188
59.1669 2352.0 188
59.4965 2364.0 188
59.8260 2376.0 188
60.1556 2376.0 188
60.4797 2376.0 188
60.8093 2372.0 188
61.1389 2380.0 188
61.4685 2400.0 188
62.4518 6136.0 188
62.7319 6216.0 188
63.0615 6256.0 188
63.3856 6296.0 188
63.7152 6368.0 188
64.0448 6448.0 188
65.0885 2316.0 188
65.4181 2312.0 188
65.7477 2316.0 188
66.0773 2316.0 188
66.4014 2320.0 188
