#RPLIDAR SCAN DATA
#COUNT=764
#Angule	Distance	Quality
353.0731 974.0 188
353.4027 974.0 188
353.7323 972.0 188
354.0729 972.0 188
354.4025 972.0 188
354.7321 970.0 188
355.0781 970.0 188
355.4022 970.0 188
355.7318 968.0 188
356.0779 968.0 188
356.4020 968.0 188
356.7480 968.0 188
357.0776 968.0 188
357.4017 968.0 188
357.7478 968.0 188
358.0774 968.0 188
358.4180 966.0 188
358.7476 968.0 188
359.0771 968.0 188
359.4177 968.0 188
359.7473 966.0 188
0.0934 966.0 188
0.4175 966.0 188
0.7471 968.0 188
1.0931 968.0 188
1.4172 968.0 188
1.7633 968.0 188
2.0929 968.0 188
2.4170 970.0 188
2.7631 970.0 188
3.0927 970.0 188
3.4332 970.0 188
3.7628 970.0 188
4.0924 972.0 188
4.4330 974.0 188
4.7626 974.0 188
5.1086 974.0 188
5.4327 976.0 188
5.7623 976.0 188
6.1084 976.0 188
6.4325 978.0 188
6.7786 978.0 188
7.1082 980.0 188
7.4323 980.0 188
7.7783 982.0 188
8.0585 984.0 188
8.3881 984.0 188
8.7177 986.0 188
9.0582 986.0 188
9.3878 988.0 188
9.7339 990.0 188
10.0580 990.0 188
10.3876 992.0 188
10.7336 992.0 188
11.0577 996.0 188
11.4038 1000.0 188
11.7334 1000.0 188
12.0575 1002.0 188
12.4036 1004.0 188
12.7332 1006.0 188
13.0573 1006.0 188
13.4033 1008.0 188
13.7329 1012.0 188
14.0735 1014.0 188
14.4031 1016.0 188
14.7327 1016.0 188
15.0732 1018.0 188
15.4028 1020.0 188
15.7489 1020.0 188
16.0730 1020.0 188
16.4026 1022.0 188
16.7487 1024.0 188
17.0288 1028.0 188
17.3584 1030.0 188
17.6825 1034.0 188
18.0286 1036.0 188
18.3582 1040.0 188
18.6987 1042.0 188
19.0283 1046.0 188
19.3579 1052.0 188
19.6985 1056.0 188
20.0281 1058.0 188
20.3741 1062.0 188
20.6982 1064.0 188
21.0278 1068.0 188
21.3080 1074.0 188
21.6541 1084.0 188
21.9836 1090.0 188
22.3077 1092.0 188
22.6538 1096.0 188
22.9834 1102.0 188
23.3240 1106.0 188
23.6536 1108.0 188
23.9832 1114.0 188
24.2633 1122.0 188
24.6094 1128.0 188
24.9335 1134.0 188
25.2631 1140.0 188
25.6091 1146.0 188
25.9332 1150.0 188
26.2793 1154.0 188
26.6089 1160.0 188
26.9330 1168.0 188
27.2186 1178.0 188
27.5592 1186.0 188
27.8888 1190.0 188
28.2294 1198.0 188
28.5590 1208.0 188
28.9050 1216.0 188
29.2291 1224.0 188
29.5148 1236.0 188
29.8553 1252.0 188
30.1849 1262.0 188
30.5310 1270.0 188
30.8551 1282.0 188
31.1353 1296.0 188
31.4813 1314.0 188
31.8109 1330.0 188
32.9370 1724.0 188
33.2611 1730.0 188
33.6072 1740.0 188
33.9368 1752.0 188
34.2169 1768.0 188
34.5575 1778.0 188
34.8871 1786.0 188
35.2332 1792.0 188
35.5573 1802.0 188
35.9033 1816.0 188
36.2329 1828.0 188
36.5735 1842.0 188
36.9031 1856.0 188
37.2491 1864.0 188
37.5732 1876.0 188
37.8589 1892.0 188
38.1830 1908.0 188
38.5291 1918.0 188
38.8586 1932.0 188
39.1992 1948.0 188
39.5288 1964.0 188
39.8749 1976.0 188
40.1990 1992.0 188
40.5450 2006.0 188
40.8746 2020.0 188
41.2152 2044.0 188
41.4954 2056.0 188
41.8250 2072.0 188
42.1710 2088.0 188
42.4951 2108.0 188
42.8412 2124.0 188
43.1708 2136.0 188
43.5114 2160.0 188
43.8409 2188.0 188
44.1870 2204.0 188
44.5111 2220.0 188
44.7968 2240.0 188
45.1373 2264.0 188
45.4669 2288.0 188
46.5930 3728.0 188
47.2632 3764.0 188
47.7631 2620.0 188
48.0927 2624.0 188
48.4332 2636.0 188
49.4330 2644.0 188
49.9493 4028.0 188
50.2789 4024.0 188
50.6250 4024.0 188
50.9491 4064.0 188
51.2292 4112.0 188
51.5753 4136.0 188
52.2455 4200.0 188
52.7948 2552.0 188
53.1354 2552.0 188
53.4650 2556.0 188
54.4812 2568.0 188
54.9371 4616.0 188
55.2612 4664.0 188
55.5908 4696.0 188
55.9369 4736.0 188
56.2610 4792.0 188
56.6071 4816.0 188
57.2772 4840.0 188
57.8430 2496.0 188
58.1671 2488.0 188
58.5132 2488.0 188
58.8428 2504.0 188
59.5129 2536.0 188
60.2325 5136.0 188
61.2488 5400.0 188
61.8585 2608.0 188
62.1826 2596.0 188
62.5287 2584.0 188
62.8583 2572.0 188
63.1824 2524.0 188
63.5284 2476.0 188
63.8580 2468.0 188
64.1986 2468.0 188
64.5282 2484.0 188
65.5884 5448.0 188
66.2640 5352.0 188
67.2638 5584.0 188
69.2139 2468.0 188
69.5435 2468.0 188
69.8895 2480.0 188
70.2136 2492.0 188
70.5432 2508.0 188
70.8893 2520.0 188
71.2134 2536.0 188
71.5594 2548.0 188
71.8890 2564.0 188
72.2186 2580.0 188
72.5592 2596.0 188
72.8888 2616.0 188
73.2294 2632.0 188
73.5590 2640.0 188
76.1847 9104.0 188
76.5143 9096.0 188
77.1844 9120.0 188
78.1842 9080.0 188
79.1840 8984.0 188
80.8594 9032.0 188
81.2000 9112.0 188
81.5295 9208.0 188
82.1997 10672.0 188
82.5293 10888.0 188
82.8699 11072.0 188
83.1995 11152.0 188
83.5455 11184.0 188
84.5892 2564.0 188
84.9353 2556.0 188
85.6055 2564.0 188
99.5306 11256.0 188
99.8547 11168.0 188
100.2008 11008.0 188
101.1841 10208.0 188
101.5302 9608.0 188
102.1838 9384.0 188
103.2330 7336.0 188
103.9032 7744.0 188
104.2328 7688.0 188
104.5624 7544.0 188
104.9030 7416.0 188
105.2325 7272.0 188
105.5621 7168.0 188
106.2323 6808.0 188
106.5619 6696.0 188
106.8860 6568.0 188
107.2321 6432.0 188
107.5616 6320.0 188
107.8857 6208.0 188
108.2812 6088.0 188
108.6053 5984.0 188
108.9349 5912.0 188
109.2810 5816.0 188
109.6051 5688.0 188
109.9347 5584.0 188
110.2643 5520.0 188
110.6049 5488.0 188
111.2640 5248.0 188
111.6046 5168.0 188
111.9342 5088.0 188
112.2638 5008.0 188
113.2635 4936.0 188
113.6536 4144.0 188
113.9832 4112.0 188
114.3073 4112.0 188
114.6368 4104.0 188
115.3125 4328.0 188
115.6366 4368.0 188
115.9662 4352.0 188
116.3123 4304.0 188
116.6364 4272.0 188
116.9659 4240.0 188
117.2955 4176.0 188
117.6361 4120.0 188
118.0261 4080.0 188
118.3557 4044.0 188
118.6853 3992.0 188
119.0149 3952.0 188
119.3555 3916.0 188
119.6851 3876.0 188
120.0146 3836.0 188
120.3387 3796.0 188
120.6848 3768.0 188
121.0144 3736.0 188
121.3385 3692.0 188
121.6681 3652.0 188
122.0142 3624.0 188
122.3438 3600.0 188
122.6678 3564.0 188
122.9974 3520.0 188
123.3875 3500.0 188
123.7170 3480.0 188
124.0466 3448.0 188
124.3872 3416.0 188
124.7168 3388.0 188
125.0464 3356.0 188
125.3705 3324.0 188
125.7001 3308.0 188
126.0461 3288.0 188
126.3702 3248.0 188
126.6998 3216.0 188
127.0294 3200.0 188
127.3590 3176.0 188
127.6831 3140.0 188
128.0292 3112.0 188
128.3588 3112.0 188
128.6829 3084.0 188
129.0729 3048.0 188
129.4025 3036.0 188
129.7321 3028.0 188
130.0616 3012.0 188
130.3857 2976.0 188
130.7318 2952.0 188
131.0614 2940.0 188
131.3855 2928.0 188
131.7151 2904.0 188
132.0447 2876.0 188
132.3743 2852.0 188
132.7148 2844.0 188
133.0444 2840.0 188
133.3740 2820.0 188
133.6981 2796.0 188
134.0277 2772.0 188
134.3573 2760.0 188
134.6979 2756.0 188
135.0769 2732.0 188
135.4175 2708.0 188
135.7471 2692.0 188
136.0767 2676.0 188
136.4062 2676.0 188
136.7303 2660.0 188
137.0599 2636.0 188
137.4060 2620.0 188
137.7301 2612.0 188
138.0597 2604.0 188
138.3893 2592.0 188
138.7134 2576.0 188
139.0594 2556.0 188
139.3890 2540.0 188
139.7186 2536.0 188
140.0427 2536.0 188
140.3723 2528.0 188
140.7019 2504.0 188
141.0425 2480.0 188
141.3721 2472.0 188
141.7017 2464.0 188
142.0312 2464.0 188
142.3553 2464.0 188
142.7454 2440.0 188
143.0750 2416.0 188
143.4045 2404.0 188
143.7451 2396.0 188
144.0747 2396.0 188
144.4043 2396.0 188
